id,comment,label
train_007741,chất lượng sản phẩm tuyệt vời đóng gói sản phẩm đẹp chắc chắn shop phục vụ tốt đáng tiền thời gian giao hàng nhanh đc tặng thêm quà cảm ơn shop ạ,0
train_007742,chất lượng sản phẩm kém ko sử dụng,1
train_007743,chả hiểu sao lắp thẻ nhớ đt máy nó chạy chậm đụng trong thẻ nhớ máy đơ luôn tháo thẻ nhớ máy chạy bình thường,1
train_007744,rất hay mong thị trường thêm sản phẩm sáng tạo made in vietnam,0
train_007745,chất lượng sản phẩm kém shop phục vụ kém giao hàng đúng đánh tâm lý bao nhiêu tiền trả lại thời gian shop lựa ý thi mua măc2 mua đây thật quá thất vọng,1
train_007746,dép em đặt sz 37 màu trắng giấy in ngoài màu trắng gửi em màu đen chịu shop luôn,1
train_007747,nhận sách rồi nói chung mới quyển luật hình phần gáy keo dính đầy gáy gỡ tí một còn sách ok,0
train_007748,lần thứ 2 mua son shop lần nào e ưng son cực đẹp chuẩn auth thích lắm nhất định ủng hộ shop ạ,0
train_007749,mặt nạ ôm sát cơ mặt cảm giác bết dính dùng tạm ổn,0
train_007750,thời gian giao hàng nhanhđồng hồ khá đẹp mở chạy vù vù k còn nút bảo vệ mới tuy nhiên 5 sao,0
train_007751,giày đi nhẹ êm chân,0
train_007752,hàng tồi k tưởng đk,1
train_007753,ngu ham rẻ 15k giờ quá bực mình bé dùng 12 miếng hăm mẫu mã cũ năm sản xuất 2016 k thấy nói j trong mô tả bạn mua hỏi kỹ vào tốt nhất mua đại lý gần nhà,1
train_007754,vì giao hàng qá chậm,1
train_007755,đáng tiền,1
train_007756,chất lượng sản phẩm tuyệt vờiđóng gói sản phẩm đẹp chắc chắnrất đáng tiềnthời gian giao hàng nhanh,0
train_007757,hàng giống hình ủng chắc chắn màu đẹp,0
train_007758,trên đẹp,0
train_007759,bao bì sản phẩm cũ rách nát k giấy tờ j kèm phiếu bảo hành hướng dẫn sử dụng giống máy cũ chạy thử phía bên nghe tiếng lẹt xẹt hơi khó chịu sản phẩm shop làm tôi hơi thất vọng mong shop rút kinh nghiệm giữ uy tín hàng đầu,1
train_007760,hàng giao bể mặt kính nhắn tin hỏi shop ko thấy shop trả lời dù ntin shop trực tuyến,1
train_007761,chất lượng sản phẩm tốt dây giày sứt ở hai chỗ hai khắc phục đượcgiao hàng hơi lâu chút,0
train_007762,pin tồi tàn quá,1
train_007763,ko tôt,1
train_007764,bánh mặn quá,0
train_007765,túi hơi nhỏ chất liệu tốt,0
train_007766,sản phẩm tốt date xa nha tặng quà dễ thương chất lượng sản phẩm tuyệt vời đóng gói sản phẩm đẹp chắc chắn,0
train_007767,ngon giao hàng nhanh đóng gói kĩ bõ công thèm,0
train_007768,chất lượng sản phẩm tuyệt vời đóng gói sản phẩm đẹp chắc chắn thời gian giao hàng nhanh tuy nhiên tem mờ,0
train_007769,giao hàng hơi lâu mở lọ ủ môi thấy k hài lòng lắm kiểu mất 13 lọ ấy dù sao cũg tks shop ạ ủg hộ thêm,1
train_007770,hạt chia mùi mốc ngâm ko nở màng nhầy chia úc ko dám trẻ con ăn nữa đáng tiền đáng tiền,1
train_007771,bột thơm bé ăn,0
train_007772,lắc bạc đẹp son lắm chì shop quảng cáo ko chì bùn,1
train_007773,đốt đêm sáng thấy gián lật bụng ko biết trùng hợp hay thật công dụng,1
train_007774,vô hài lòng số tiền bỏ ra đóng gói sản phẩm đẹp chắc chắn shop phục vụ tốt nhiệt tình quất luôn 2 ủng hộ tiếp,0
train_007775,giao hàng nhanh đóng gói sản phẩm đẹp chắc chắn,0
train_007776,xau khong the ta,1
train_007777,giày đẹp chất lượng tốt tuy hơi rộng cảm ơn shop tặng kèm dây buộc tóc miếng lót,0
train_007778,bộ 3 lỗ chất đẹp mát đáng giá bỏ tuy nhiên shop giao nhầm màu 1 bộ bộ trùng bộ mua bộ cộc peppa pig chất nóng bí giá mua đc thế thôi con thích peppa mới chọn shop giao hàng nhanh,0
train_007779,kêu giao màu đen giao xanh lè chán giờ muoins đổi đổi đâu,1
train_007780,hàng mới còn nguyên seal m mới dùng 3 ngày da ko đổ dầu ko kỳ vọng quá bất ngờ hiệu quả nó,0
train_007781,giao hàng nhanh luôn ý đặt 7 am 9 am đóng gói sp nhìn cưng chết tối mới sd nói chung khá ổn mùi hơi nồng bao bì giới thiệu k điểm hoàn hảo rồi ầy dù đi đánh giá 5 sao giá ok lắm rồi,0
train_007782,đẹp giống hình ạ giao hàng nhanh lắm ạ,0
train_007783,chất lượng sản phẩm tuyệt vời em nhận hàng shop còn km e thêm móc khóa cutee nữa đóng gói sản phẩm đẹp chắc chắn shop phục vụ tốt đáng tiền thời gian giao hàng nhanh,0
train_007784,số điện thoại bên bảo hành nhờ bên trung tâm bán xin số điện thoai bh,1
train_007785,chất lượng sản phẩm tốt hơn mong đợi,0
train_007786,sản phẩm nguồn gốc rõ ràng mã vạch cục phát wifi trung quốc phải chất lượng nổi bật,1
train_007787,giao hàng nhanh giày đẹp mang êm chân,0
train_007788,giao hang khong dung voi sp ma minh da datlam pn doi lai dum nhe,1
train_007789,chất lượng sản phẩm kém mới mua về cây móc màu vàng 30 mm rớt ngoài thanh cài hộp gãy chất liệu cây móc ko bằng inox cảm giác giống nhựa xi hay sao á đúng tiền nào nấy,1
train_007790,đáng tiền sao miễn phí vận chuyển lấy quá cao ko bao giờ mua hàng,1
train_007791,lừa đảo giao hàng thi báo hết hàng 1 đôi vẩn thu tiền đủ nói bảo bù đơn hàng mới mua thêm nhận hàng chẵng thấy bù hết nhắn tin im lặng mức độ uy tín shop la thế nào hay bán đc lừa người 1 lần thôi thật thất vọng,1
train_007792,chất lượng sản phẩm tuyệt vời shop phục vụ tốt thời gian giao hàng nhanh ủng hộ shop dài dài,0
train_007793,đồng hồ rất đẹp đóng gói sản phẩm chắc chắn,0
train_007794,tươi ngon,0
train_007795,chất lượng sản phẩm tuyệt vời vs tầm giá,0
train_007796,windows phone riết nâng ứng dụng người dùng thật chán ai sử dụng ngày kém,1
train_007797,shop làm ăn c đặt mua sản phẩm xong đi gửi 2 sản phẩm nhận ghi hủy hàng lý chính đáng giờ đ mua đc hàng shopee,1
train_007798,hàng ngon ủng hộ dài,0
train_007799,giao hàng nhanh chất lượng k đủ 300 tờ shop xem nhé,0
train_007800,thích cuốn lắm nó nhàm chán kiểu ý gượng ép nam chính kiểu hời hợt tình yêu loằng ngoằng luẩn quẩn dễ đến dễ hiểu làm vô cớ dễ giận nhau tình tiết chặt chẽ thuyết phục cách viết non tay nói thẳng nhảm nhí tệ nhất trong cuốn dlvt đọc tựa động phòng hoa chúc cách vách nó kiểu ý bìa khá đẹp sách mỏng gọn giá hơi chát,1
train_007801,chất lượng sản phẩm tuyệt vời hàng đẹp đúng màu,0
train_007802,ko ý lời ghi chú khách hàng đặt hàng dán băng keo tùm lum lênh sản phẩm,1
train_007803,sp chất lượng giao hàng nhanh,0
train_007804,đường thơm lắm luôn mua giá deal quá tốt thanks shop,0
train_007805,chất lượng sản phẩm tuyệt vời ông mặt trờigói hàng max cẩn thậnmở gói hàg mất thgian quá trờisản phâm ôi thôikhỏi nói rồimax đẹpmax sangmax chảnhtư vấn very nhiệt tìnhhỏi ngớ thái độ thân thiện gặp shop khác chắc chửi lâu rồi,0
train_007806,sản phẩm chất lượng tốt giá tôi hiểu sao họ thể làm sp chất lượng giá rẻ vậy dù sản xuất ở đâu đi nữa,0
train_007807,đóng gói sản phẩm kém shop làm ăn cẩu thả mở họp 2 đôi ko đôi nào bọc nilon hay miến giấy lót điệm nào thấy trơn chu 2 đôi giầy đôi nào gẫy đế hết trơnđc hàng giao đúng size còn quá tệ,0
train_007808,đóng gói sản phẩm đẹp chắc chắn thời gian giao hàng nhanh máy chạy êm hiện ổn,0
train_007809,nói phòng 20000mah sạc đc 5 pin dừng r,1
train_007810,biết công hiệu sao miếng dán nóng lắm ngồi yên 1 chỗ mần spham quá tốt,0
train_007811,tất hình giao tất ren thất vọng,1
train_007812,trời nhận mấy ốp lưng mới nhìn còn cũ xấu trầy xước hơn mấy ốp xài hơn năm trờivừa mua mua bạn giờ dám đưa luôn quá ghêcực kì thất vọng,1
train_007813,chất lượng sản phẩm kém đóng gói sản phẩm kém shop phục vụ kém chất lượng sản phẩm kém,1
train_007814,sao chạy deal k hàng kỳ tikideal 1111 kỳ,1
train_007815,đẹp nó nhăn mũi giày cơ hài lòng lót thêm miếng lót đi êm chân hơn,0
train_007816,định nghĩa đúng hơn,1
train_007817,tôi đặt 3 đôi sao giao 2 đôi vậy,1
train_007818,đóng gói đẹp hàng ổn,0
train_007819,nhận dc hàng mua 3 đôi giày giao 2 đôi hộp gấp 2 đôi giày ko thể trường hợp shop quên được thiếu 1 đôi dép 59k giá trị ko mua thêm đỡ tiền ship thấy bạn đánh giá shop kém nghĩ mua thử xem sao giờ tin thậtcảnh báo bạn nào ý định mua hàng shop nay,1
train_007820,xai tam thoi coi khong ro lam,1
train_007821,đóng gói sản phẩm đẹp chắc chắn chất lượng sản phẩm tuyệt vời đóng gói sản phẩm đẹp chắc chắn chất lượng sản phẩm tuyệt vờigiao nhầm vị bạc hà sang vị nho thích,1
train_007822,mỏng bé quá ad,0
train_007823,giày lỗi,0
train_007824,chất lượng khỏi chê luônhàng cực đẹpy hệt hìnhđược thêm pin dự phòng hộp đựng sang chảnhe ủng hộ shop dài dài,0
train_007825,chất lượng sản phẩm kém đáng tiềnchất lượng sản phẩm kémđúng rẻ ôi mà hình một trời sp 1 vật chữ thân chai tróc chữ ko dám xài luôn sp rice mùi y xà bông rửa chén kể nhận hàng hộp sản phẩm hộp bằng giấy in chữ t,1
train_007826,chất lượng sản phẩm quá tệ nhựa chảy làm rỉ nước xài đúng 1 lần vứt luôn,1
train_007827,tôi nghĩ lời giải thích chắc chắn thuyết phục hàng triệu người người lao động bình thường người nông dân trình độ họ hết lớp 9,1
train_007828,dùng hiệu quả nha bé nhà dùng sinh tới giờ mọi người mua nha shop phục vụ tốt lần ủng hộ tiếp,0
train_007829,giày đẹp lắm mọi người ủng hộ shop nhé,0
train_007830,mang đc,0
train_007831,thich lam con duoc tanggoi hang rat chi dao depcam on shop,0
train_007832,đi êm k ôm chân lắm sao k thấy tặng kem tât nói hichic vẫnđánh giá 5 sao,0
train_007833,chất lượng sản phẩm tuyệt vời đóng gói sản phẩm đẹp chắc chắn thời gian giao hàng nhanh đáng tiền sao phiếu bảo hành ạ,0
train_007834,hàng chuẩn cảm ơn shop,0
train_007835,ngũ cốc ăn khá ngon,0
train_007836,giao hàng nhanh shop kiểm tra giùm đặt hàng cỡ macbook 13 inch thông số túi 35x24x3 còn túi nhận 14 inch 37x25x3 ảnh chụp đề nghị shop đổi sử dụng còn túi túi khác ipad ko nhét chỉ cỡ 13 inch,0
train_007837,đặt 3 ốp 3 miếng dán shop gửi thiếu hàng 1 miếng dán cường lực thôi,1
train_007838,chân nhẹ dễ lật,1
train_007839,máy ok lắm,0
train_007840,sp ok may mới mang sút,0
train_007841,shop phục vụ tốt thời gian giao hàng nhanh kem mắt dùng lâu mới biết đc chất lượng bôi da thấy khá thoải mái tẩy da chết mùi đất sét đặc trưng mặt hơi ướt xíu tẩy dễ hơn ráo nước massa tí kem khô hết kem,0
train_007842,thời gian giao hàng nhanh sp dùng tốt,0
train_007843,hàng face thương hiệu nike lừa đảo,1
train_007844,chuẩn hình ước thêm box vans tốt,0
train_007845,đóng gói sản phẩm đẹp chắc chắnchất lượng sản phẩm tuyệt vời thời gian giao hàng nhanh,0
train_007846,chất lượng tam on,0
train_007847,đóng gói sản phẩm đẹp chắc chắnmỗi tội size38 to hơn chân đi hơi rộng,0
train_007848,dùng loại đất sét vedette thích nghĩ loại tốt mua hẳn hũ to dùng 2 3 lần mụn li ti đầy trán mụn đỏ ở 2 bên má dùng thấy khác nhau cả cấp ẩm cực kì tệ,1
train_007849,khong giong hinh dang tren ship rat nho,1
train_007850,order size 12kg áo dành bé 6kg mặc may lỗi đường may nách đè thân áo thất vọng,1
train_007851,sp tốt shop phục vụ nhiệt tình giao hàng chậm thôi ạ,0
train_007852,hơi bực lỗ tử tế xỏ giây giày đi êm chân nhẹ,0
train_007853,dép đẹp đi ấm thank shop,0
train_007854,sản phẩm tệ bị móp méo trầy và nứt ở chân đế,1
train_007855,máy tốt lám shop lm ăn tốt tuy pin luc chơi game hơi nhanh sụt bình thường ổn chụp ảnh thứ khác tốt,0
train_007856,quay xong chịu khó chép ngoài trong máy làm chi mất máy mất tất cả 16gb quay nghiệp dư clip ngắn ngắn trăm clip hình vài ngàn ảnh đâu ít gì chứa quá nhiều lần tìm một vấn đề,1
train_007857,sản phẩm giao nsx khá cũ hsd sp 3 năm tuýp srm đươjc giao nsx tận 2016 còn tuýp kem 2017 mới hơn đươjc xíu mặc dù k ảnh hưởng còn trong hsd nghĩ giao hàng mới sx trong năm nay tốt hơn giao hàng tồn mấy năm trước,1
train_007858,minh dung sp nay gan 10 nam roi sp rat tot,0
train_007859,hàng thấy ổn 5 chờ trải nghiệm,0
train_007860,chất lượng sản phẩm kém đóng gói sản phẩm kém đáng tiền thời gian giao hàng chậm chất lượng sản phẩm kém chất lượng sản phẩm kém chất lượng sản phẩm kém chất lượng sản phẩm kém chất lượng sản phẩm kém,1
train_007861,đóng gói sản phẩm đẹp chắc chắn chất lượng sản phẩm tuyệt vời thời gian giao hàng nhanh,0
train_007862,nghe nói cái bút này chống được cả nước chắc sẽ có nhiều bạn lặn dưới ao hồ vừa ghi chú quả là một tính năng du thừa,1
train_007863,khó sử dụng chảy nước lần ấn nước xịt chảy ướt hết quần áo ủi,1
train_007864,y nhu hinh,0
train_007865,chất lượng sản phẩm kém chất lượng sản phẩm kém giao hàng tới mở chuột ko sài đipwcj,1
train_007866,chất lượng sản phẩm tuyệt vời phù hợp giá tiền cúc bấm bằng nhựa,0
train_007867,cót kém hay chết máy,1
train_007868,chất lượng sản phẩm tuyệt vời hàng đẹp ok,0
train_007869,hài lòng về sản phẩm đi êm chân cực kỳ,0
train_007870,màu xanh coral đẹp quá,0
train_007871,shop gói hàng cẩn thận đặt đồ shop giao đủ đúng ghi chú mình cảm ơn shop,0
train_007872,sao ko xem sp truoc nhan ahtat ca sp mua tren shoppe la vay ah that vo ly,1
train_007873,hài long ve sp,0
train_007874,mua 1 lần mong shop gift nhỏ tặng kèm nè hihi,0
train_007875,quét mã thấy đúng hàng thật mùi mùi vani ngọt ngọt giống mô tả mua tiếp cây,0
train_007876,chả hút ẩm gì mua xong chắc chắn hối hận 3 ngày trong hộp kín độ ẩm 79 thua,1
train_007877,ko giống mô tả ko kết nối wifi,1
train_007878,mắt kính tai nghe bluetooth kết nối điện thoại tôi dùng sony xperia c5 mở bluetooth phát hiện thiết nào cấm sp điện thoại nghe được dây kết nối quá ngắn đủ đeo chạy xe quay chạy xe vướng dây đủ dài muốn trả sản phẩm riêng quạt ok,1
train_007879,giày đẹp giá rẻ mua 2 đôi ưng ý,0
train_007880,đẹp thời gian giao hàng nhanh đáng tiền,0
train_007881,mới rửa tay nước rồi toàn lừa đảo mọi người đừng mua phí tiền,1
train_007882,đóng gói sản phẩm đẹp chắc chắn dùng hết ủng hộ shop dài dài,0
train_007883,k hỗ trợ trực tiếp bằng điện thoạitạo cảm giác ng mua cảm thấy k uy tínvà minh muốn đổi sang sản phẩm khác k đồng ycảm thấy k hài lòng cách phục vụ,1
train_007884,hàng giá rẻ sợ nhất là giặt màu 10 bộ 10 giặt ngâm đã lun cũng ko sao với giá thì chất vải là tuyệt vời ạ bộ nào cũng ưng hết á thấy hàng là giặt để feedback shop chính xác nè 5 sao shop ạ,0
train_007885,quen tín nhiệm shop lâu hồi mới sinh tới giờ tìm hiểu nghiên cứu thấy loại thực phẩm lợi sữa ủng hộ shop đợt chờ shop ưu đãi khách hàng thân thiết hơi lâu,0
train_007886,hơn em tưởng hh đóng gói sản phẩm đẹp chắc chắn chất lượng sản phẩm tuyệt vời,0
train_007887,chất lượng sản phẩm tuyệt vờilần ủng hộ shop,0
train_007888,dép mang êm thoải mái ủng hộ shop lâu dài mặc dù hàng order chờ hơi lâu,0
train_007889,chất lượng sản phẩm tuyệt vời hộp ý,0
train_007890,đóng gói sản phẩm đẹp chắc chắn shop phục vụ tốt đáng tiền thời gian giao hàng nhanh dịp tiếp tục ủng hộ shop,0
train_007891,về chất lượng giá tiki quá tốt rồituy nhiện 34 kiện hàng gần tiki méo móp hết thùng truyện bên trong gì đưa ý kiến tiki đưa thêm phần phí đóng hàng thùng dày xốp khách muốn bọc kỹ cảng thận thanh toán tích ô phí ngược,1
train_007892,tuyệt vời gói hàng quá đẹp luôn ạ,0
train_007893,ngon bổ rẻ,0
train_007894,hàng chuẩn chỉ shop giao nhanh chim ưng ủng hộ dài ạ,0
train_007895,đúng mẫu chọn,1
train_007896,chất lương sp tot chủ shop nhiet tinh lân ủng hộ tiep giao hàng nhanh,0
train_007897,shop làm ăn gian dối đặt bàn cầm tay giao bàn bàn nhắn tin hỏi mấy lần ko trả lời làm mất uy tín shopee,0
train_007898,nhận hàng 289 đến hôm nay 1410 mới mang dùng thử cắm bếp thấy đèn báo sáng ko thấy nóng đến rút xem mới thấy bếp gẫy 1 chân cắm ko bit làm thế nào cả bếp ko dùng dc,1
train_007899,giao hàng gần tháng mới nhận sp lỗi đổi hàng rườm rà phất tạp cân nhắc mua,1
train_007900,mua 2 cái về để chưng bày éo dùng đc vậy cũng bán,1
train_007901,hàng ok giá tốt,0
train_007902,kệ màu hoa gáp thành thành phẩm hơi lỏng lẻo do lỗ kệ hoa khoét hơi rộng kệ hơi nhỏ nhưg chất lượng sản phẩm tuyệt vời,0
train_007903,hàng chất lượng giá hợp lý shop phục vụ tốt tuy nhiên lần shop ship nguyên thùng tốt hơn gói trong túi shipper đi mưa dính nc mưa nhận hàng khô mở đọng nc ở kẻ dán hơi bẩn nhà bực,0
train_007904,màu bao đẹp nhám chất lượng sản phẩm tuyệt vời shop 5 sao,0
train_007905,chất lượng sản phẩm kém đóng gói sản phẩm kém shop phục vụ kémmua về dùng thử hỏng luôn thế giải quyết chậm chạp phục vụ nói chung tồn thời gian,1
train_007906,nhận hàng quà tặng kèm hình mặt hàng thế,1
train_007907,chất lượng sản phẩm kém j bẩn đặt 1 đằng giao 1 kiểu,1
train_007908,hàng nhìn đáng yêu,0
train_007909,hang bi thiếu nap sao day shop,1
train_007910,hàng cực kì kém chất lượng cắm cào tụt chân mic bong mối hàn 29k nất 50k tiền gửi,0
train_007911,order lâu quá ạ 5 ngày nới hàng,0
train_007912,gói hàng chắc chắntime giao hàng nhanhchất lượng đợi sử dụng,0
train_007913,tã cực kì mịn thu hút tốt bé xài merrie đụng voi tac thích thích 100 điểm luôn á chất lượng sản phẩm tuyệt vời đóng gói sản phẩm đẹp chắc chắn đóng gói sản phẩm đẹp chắc chắn đáng tiền đáng tiền,0
train_007914,cưng lắm shop ơi,0
train_007915,chất lượng sản phẩm tuyệtvờii shop phục vụ tốt,0
train_007916,tặng hột quet ko quẹt dc tặng làm j pig sac hoài ko nổi sạc lâu kinh,1
train_007917,đặt màu đen giao màu xám màu đỏ,1
train_007918,đúng hình quảng cáo lam sao hả shop,1
train_007919,bắt âm kém vs rè quá,1
train_007920,shop gửi sai cỡ giày em vui lòng nhờ shop gửi tôi,1
train_007921,chất lượng sản phẩm tuyệt vời đóng gói sản phẩm đẹp chắc chắn shop phục vụ tốt đáng tiền thời gian giao hàng nhanh yêu shop lắm,0
train_007922,chất lượng sản phẩm kém ko ôm viền màn hình,1
train_007923,giày shop đẹp lắm giao hàng nhanh đóng sản phẩm chắc chắn nói chung tuyệt vời,0
train_007924,mới dùng 1 hôm hôm lướt di chuột chán quá kém chất lượng,1
train_007925,chất lượng sản phẩm kém đóng gói sản phẩm kém vòi xịt k xịt được đọng nước thành miệng chổ bấm hủy đổi trả hàng hết,1
train_007926,giay dep cuc ky de thuong shop nhiet tinh thoi gian giao hang cuc nhanh,0
train_007927,shop phục vụ tốt cảm ơn shop deal sách mới chuẩn chất lượng,0
train_007928,thông tin chi tiết web sản xuất hàn quốc nhãn thực tế sản phẩm nhận sản xuất trung quốc,1
train_007929,sản phẩm tốt 1 điểm trừ sản phẩm 1 xíu hết mùi ko giữ đc lâu lắm họp vs giá tiền,1
train_007930,chất lượng sản phẩm tuyệt vời đóng gói sản phẩm đẹp chắc chắn thời gian giao hàng nhanh đc tặng thêm quà xinh xinh shop trả lời tn ko nhiệt tình lắm ạ,0
train_007931,khác mô tả hoàn toàn sánh vs chai hàng thật mua logo thấy hàng giả chất lượng kém thoa bết,1
train_007932,chất lượng sản phẩm tuyệt vờiăn ngon lắm nhé nhàmỗi tội giao hàng hơi lâu,0
train_007933,thời gian giao hàng nhanh tư vấn nhiệt tình uống giảm cân ngưng tích nước bụng trương phình uống bên shop 2 ngày thấy nhẹ bụng hi vọng giảm đc cân ưng í lờn vô số loại rồi,0
train_007934,chất lượng sản phẩm tuyệt vời thời gian giao hàng nhanh đi chân ưng,0
train_007935,dép đi nhanh hư đèn quágiày sáng ko,1
train_007936,giao hàng nhanh màu đẹp tuyệt vời luôn,0
train_007937,hàng ok lắm aủng hộ shop lâu dài chất lượng sản phẩm tuyệt vời,0
train_007938,vẫn lần trc đóng gói sản phẩm đẹp chắc chắn,0
train_007939,hàng giao nhanh đặt hàng 9h sáng 12h30 nhận hàng ví đẹp cấm tay truyện hay cảm xúc bài học cuộc sống,0
train_007940,chất lượng sản phẩm tuyệt vời shop phục vụ tốt đáng tiền tuy nhiên giao hàng chậm quá nội thành hà nội 5 ngày mới nhận đc hàng,0
train_007941,chất lượng sản phẩm kém nhiệt kém mãi ko dc áo,1
train_007942,đáng tiền thời gian giao hàng nhanh xin hỏi sản phẩm bảo hành trong vòng bao lâu vậy,0
train_007943,mới đi 1 lần rớt đế mua hàng rẻ chấp nhận thôi,0
train_007944,giao hang rất nhanh dong goi rất can than,0
train_007945,đóng gói sản phẩm đẹp chắc chắn shop phục vụ tốt sẻ ủng hộ shop dài dài,0
train_007946,đồ chơi,1
train_007947,đóng gói sản phẩm đẹp chắc chắn shop phục vụ tốt chất vải tốt ko mùi hắc hắc,0
train_007948,gãy chất lượng sản phẩm kém đáng tiền,1
train_007949,bể bóng đèn đèn trây chân đèn bụi đèn cũ,1
train_007950,hàng ok thích,0
train_007951,chất lượng sản phẩm tuyệt vời cực kì hài lòng sản phẩm ạ,0
train_007952,sai sản phẩm yêu cầu đổi trả trong chăm con thời gian đi bưu điện gởi hàng coi mất tiền,1
train_007953,cắt hết đầu tông đơ ko ăn tóc đem giục lun,1
train_007954,chất lượng sản phẩm tuyệt vời đóng gói sản phẩm đẹp chắc chắn shop phục vụ tốt thời gian giao hàng nhanh sản phẩm shop tốt thích sử dụng luôn ủng hộ shop,0
train_007955,muối mùi sữa bò khá ngọt ngào vẻ nồng quá ngửi thoảng thấy thích đến tắm nó xông hơi ngộp tiki bao gói cẩn thận nắp hộp đóng kĩ lớp băng nhìn hài lòng bước đầu bước hai mở nắp xem thử bất ngờ muối trong hộp màu hơi ngả vàng vẻ ẩm ẩm dính nước biết sản phẩm nó thế hay lí khác tắm muối xong người thoải mái luôn da mềm hơn hẳn sờ mượt mượt thích tác dụng trắng da trông đợi về làm sạch hài lòng tuyệt đối trừ 2 sao làm ngạt mũi tội hù người dùng thật nhìn đống muối trong hộp nó hư ấy biết hư thật tt,1
train_007956,vận chuyển nhanh chất lượng sp tốtđóng gói tốt,0
train_007957,sản phẩm giống hình,1
train_007958,chất lượng sản phẩm tuyệt vời giao sai màu,0
train_007959,rẻ đẹp,0
train_007960,thảm đẹp mùi cao su tái chế nồng khó chịu mọi người cân nhắc kỹ mua sản phẩm,1
train_007961,hàng cc sấu vl tốn tiền,1
train_007962,yêu nhìn đầu tiên yêu hơn shop giao đúng màu thích hihi thanks shop nhìu nhen tiếp tục ủng hộ ạ,0
train_007963,hàng đẹp hơn hình chất lượng tốt thanks shop,0
train_007964,giày đep y hinh mang hơi rộng chút cột chặt thấy ok thanks,0
train_007965,chất lượng sản phẩm tuyệt vời giao siêu nhanh tối đặt sáng sớm giao,0
train_007966,đáng tiền chất lượng sản phẩm tuyệt vời đóng gói sản phẩm đẹp chắc chắn shop phục vụ tốt đáng tiền thời gian giao hàng nhanh,0
train_007967,bánh ngon chính hãng lần mua thêm,0
train_007968,sao dầu ăn k check code đc shop hàng giả k,1
train_007969,sản phẩm cồn đứng thứ 2 trong bảng thành phần cồn dù bạn da dầu tới cỡ nào đi chăng dùng cồn ở mức ít giúp sản phẩm khô ráo quá thế tốt da khiến da nhanh lão hóa,1
train_007970,tôi muốn trả hàng hàng giả nhìn k sắc nét,1
train_007971,sao xit vao thay huong thom bay đi rat nhanh ko giong chao chảrm cua ban minh huongbthomw lâu cực,0
train_007972,chất lượng sản phẩm tạm được máy trục trặc bảo hành rắc rối ib hỗ trợ shop ko tl quá thất vọng,1
train_007973,kính cường lực full màn tính thẩm mỹ cao cảm ứng nhạy đáng sử dụng,0
train_007974,sao còn chữ samsam thế kia viết người ta mới biết ah trong hình ý thời đại đâu dùng trong chữ nghĩa,1
train_007975,mua sale hàng tiền nào ấy đồng hồ hỏng shop hoàn tiền làm ăn uy tín em hàng lần chất lượng hơn nhé,0
train_007976,hàng ok mua thêm k hàng k tốt kem k ăn son bạn k tẩy tế bào chết môiđã k tẩy da dày son nào dính nỗi môi bạn xài thấy hài lòngmuốn đôi môi săn chắc bạn chịu khó 1 tý,0
train_007977,chất lượng sản phẩm kém 1 sile to nhỏ,1
train_007978,chất lượng tốt đóng gói tốt,0
train_007979,giao thiếu hàng sai mẫu sai kích cỡ size thất vọng về cách phục vụ shop,1
train_007980,giao sai sản phẩm giống hình kêu kính trong suốt phải làm dính 2 sp tệ đáng tiền,1
train_007981,đm bọn chó chết bán hàg bố láo mất dậy đcm chúng mày,1
train_007982,cam ko lưu video,1
train_007983,chội ôi shop đóng gói hàng cẩn thận lun ý mk nhận đk hàng dám mở tý một mk mất gần 30 mở hàng k nỡ shop đóng hàng max xinh lun à hộp túi bóng mk còn chẳng nỡ vứt đi thời gian giao hàng nhanh á chất lượng sản phẩm tốt,0
train_007984,đáng tiềnsạc nhanhae mua sài tốt good,0
train_007985,sữa tắm thơm thơm lâungủ dậy người còn thơmcảm giác dễ chịunói chung thấy thơm thích đó,0
train_007986,tư vấn size đúng mặc quá ngắn size m size s đề nghị đổi shop bắt cửa hàng đổi trực tiếp tiện tôi còn mua online làm gì 1 sao thái độ trả lời tin nhắn,1
train_007987,chất ok mẫu y hình chê lấy seri lớn bé con nhà ko bộ nào,0
train_007988,chất lượng sản phẩm tuyệt vời rẽ đáng mua,0
train_007989,đóng gói sản phẩm đẹp chắc chắn hàng đẹp y hình chất kaki dày dặn mềm thích nhất cạp chun k chặt co giãn thoải mái cảm ơn shop nhé,0
train_007990,chất lượng sản phẩm tuyệt vời đóng gói sản phẩm đẹp chắc chắn shop phục vụ tốt 170k rẻ đẹp ạ,0
train_007991,hàng chắc chắn may shop giao tới 6c k nào vỡ gương,0
train_007992,sách nhàm chán nội dung nhạt nhẽo tầm thường thất vọng về số tiền bỏ,1
train_007993,đặt ốp màu vàng giao hàng màu xanh,1
train_007994,san pham bi loi ma minh goi ve ben phia ban hang ca tram cuoc goi ma ho ko nhac may quá tê,0
train_007995,đóng gói sản phẩm đẹp chắc chắn vali mới nhận chịu khó bóc lớp nilong đẹp,0
train_007996,hàng lỗitự nhiên chịu thêm ship đổi hàngmong shop lần kiểm tra hàng trc giao với mọi đơn hàng,1
train_007997,son tệ bở sử dụng 1 lần gãy son làm thâm môi chất lượng son giả,1
